bracket_text	count	class	example_song_ids
Verse 3: WHATUPRG & Lecrae	1	section_marker	hf_09788
Drop: Orchestral	1	section_marker	hf_09790
Part I: Coke White	1	other	hf_09797
Intro: Pusha T	1	section_marker	hf_09797
Verse 1: Pusha T	1	section_marker	hf_09797
Part II: Moscow	1	other	hf_09797
Verse 2: GoldLink	1	section_marker	hf_09797
Interlude: Project Pat	1	section_marker	hf_09797
Verse 3: GoldLink	1	section_marker	hf_09797
Outro: GoldLink	1	section_marker	hf_09797
Chorus: Lauren Alaina	1	section_marker	hf_09799
Verse 2: Trisha Yearwood	1	section_marker	hf_09799
Chorus 2: Trisha Yearwood	1	section_marker	hf_09799
Post-Chorus: Lauren Alaina, Trisha Yearwood, Both	1	section_marker	hf_09799
Bridge: Lauren Alaina	1	section_marker	hf_09799
Verse 4: Lauren Alaina with Trisha Yearwood	1	section_marker	hf_09799
Outro: Lauren Alaina, Trisha Yearwood, Both	1	section_marker	hf_09799
Verse 1: Ill-Noize	1	section_marker	hf_09800
Bridge: Ill-Noize	1	section_marker	hf_09800
Verse 2: Ill-Noize	1	section_marker	hf_09800
Intro: Gab3, Famous Dex & Both	1	section_marker	hf_09805
Chorus: Gab3, Famous Dex & Both	1	section_marker	hf_09805
Chorus: Gab3	1	section_marker	hf_09805
Verse 2: Gab3	1	section_marker	hf_09805
Verse 1: Daquanboi	1	section_marker	hf_09815
Chorus: Daquanboi & M1H1	1	section_marker	hf_09815
Verse 2: M1H1	1	section_marker	hf_09815
bed?	1	other	hf_09832
Verse: HermitKrab	1	section_marker	hf_09841
Chorus: Lady Antebellum	1	section_marker	hf_09847
Verse 2: Lady Antebellum & Little Big Town	1	section_marker	hf_09847
Hook: Alexanderdee	1	section_marker	hf_09855
Bridge: Brittney Jaii	1	section_marker	hf_09871
Outro: Jet 2	1	section_marker	hf_09871
Verse 2: Croosh	1	section_marker	hf_09878
Verse 1: AViT	1	section_marker	hf_09881
Verse 2: i9bonsai	1	section_marker	hf_09881
Verse 3: eric2k	1	section_marker	hf_09881
Verse 4: bodyGaard	1	section_marker	hf_09881
Verse 5: kurtains	1	section_marker	hf_09881
Verse 6: heavn	1	section_marker	hf_09881
Intro: J Son	1	section_marker	hf_09883
Verse 2: SPINN with Christie Simpson	1	section_marker	hf_09888
Pre-Chorus: Harris Heller	1	section_marker	hf_09893
Chorus: Harris Heller	1	section_marker	hf_09893
Verse 2: Fuslie	1	section_marker	hf_09893
Pre-Chorus: Harris Heller & Fuslie	1	section_marker	hf_09893
Chorus: Harris Heller & Fuslie	1	section_marker	hf_09893
Bridge: Harris Heller, Fuslie, Harris Heller & Fuslie	1	section_marker	hf_09893
Chorus: Harris Heller & Fuslie, Fuslie	1	section_marker	hf_09893
Hook JBdaPilot	1	section_marker	hf_09896
Verse 1: JBdaPilot	1	section_marker	hf_09896
Hook: JBdaPilot	1	section_marker	hf_09896
Verse 2: JL	1	section_marker	hf_09902
Verse 3: Joey Cool	1	section_marker	hf_09902
Verse 1: Blacc Zacc	1	section_marker	hf_09907
VERSE 1: Q	1	section_marker	hf_09933
VERSE 2: DRACO RAJ	1	section_marker	hf_09933
OUTRO - Q	1	section_marker	hf_09933
Chorus Easthunt	1	section_marker	hf_09935
Verse: Galis	1	section_marker	hf_09935
Chorus: Easthunt	1	section_marker	hf_09935
Post-Verse 1	1	section_marker	hf_09949
Post-Verse 2	1	section_marker	hf_09949
Verse: Wale	1	section_marker	hf_09950
Outro: Jazmine Sullivan	1	section_marker	hf_09950
Verse 1: Noodah05	1	section_marker	hf_09951
Verse 2: Dirty Tay	1	section_marker	hf_09951
Verse 1: NorthSideBenji	1	section_marker	hf_09969
Bridge: NorthSideBenji	1	section_marker	hf_09969
Verse 2: Houdini	1	section_marker	hf_09969
Outro: Houdini	1	section_marker	hf_09969
Pre-Chorus: Nicole Elocin	1	section_marker	hf_10005
Verse 2: MØ	1	section_marker	hf_10011
Pre-Chorus: Rita Ora & MØ	1	section_marker	hf_10011
Bridge: MØ	1	section_marker	hf_10011
Verse 3: Starrah	1	section_marker	hf_10011
Outro: Rita Ora, Charli XCX & MØ	1	section_marker	hf_10011
Admirality	1	speaker_or_tag	hf_10030
Sea Dawg	1	speaker_or_tag	hf_10030
Verse 1: CompressedWater, ben das	1	section_marker	hf_10041
Break: SeamoreTheSeal, CompressedWater, ben das	1	section_marker	hf_10041
Verse 2: Squiblers	1	section_marker	hf_10041
Bridge: Squiblers	1	section_marker	hf_10041
Verse 1: JJH	1	section_marker	hf_10054
Verse 2: Wethu	1	section_marker	hf_10054
Verse 1: Isaiah Mountain	1	section_marker	hf_10070
Verse 2: Bad Era	1	section_marker	hf_10070
Lyrics From Snippet	1	speaker_or_tag	hf_10078
Intro: Big Ant Dog	1	section_marker	hf_10078
Guitar Part	1	speaker_or_tag	hf_10078
Interlude: Big Ant Dog & Random Person	1	section_marker	hf_10078
Verse 1: D Pax	1	section_marker	hf_10081
Verse 2: Kris Kelly	1	section_marker	hf_10081
Verse 3: Maceo	1	section_marker	hf_10081
Outro: Maceo & ​Kris Kelly	1	section_marker	hf_10081
When I look into the eyes	1	other	hf_10086
Of my 15 year old self	1	other	hf_10086
I finally have the chance	1	other	hf_10086
To say it's alright	1	speaker_or_tag	hf_10086
clearing?	1	other	hf_10109
talk you?	1	other	hf_10109
wanting for you ?	1	other	hf_10109
the truth for us?	1	other	hf_10109
all you wanted, they aren't fools-end?	1	other	hf_10109
look back?	1	other	hf_10109
on your body?	1	other	hf_10109
lights?	1	other	hf_10109
Verse 2: Dell Byrd	1	section_marker	hf_10113
Verse 1: Aw3som3 Alv1n	1	section_marker	hf_10118
Verse 3: Tact1cal Th3odor3	1	section_marker	hf_10118
Chorus: Jameson Rodgers	1	section_marker	hf_10127
Verse 2: Luke Combs, Jameson Rodgers, & Both	1	section_marker	hf_10127
Verse 3: Jameson Rodgers & Luke Combs	1	section_marker	hf_10127
Outro: Jameson Rodgers	1	section_marker	hf_10127
Oh Death	1	speaker_or_tag	hf_10129
Verse 1: Tae Spears	1	section_marker	hf_10131
Verse 2: Tae Spears	1	section_marker	hf_10131
instrumental part	1	section_marker	hf_10140
Verse 1: Bryson Gray (Transcription in Progress)	1	section_marker	hf_10149
Verse 2: DVS7.0	1	section_marker	hf_10149
Chorus: Bryson Gray (DCTheCapital)	1	section_marker	hf_10149
Verse 3: DCTheCapital	1	section_marker	hf_10149
Verse 2: thebreathingbackwards	1	section_marker	hf_10160
Verse: Dirt Nasty	1	section_marker	hf_10168
Verse 2: Dirt Nasty	1	section_marker	hf_10168
Verse: Shantee	1	section_marker	hf_10187
Spoken: Brother Jervel	1	section_marker	hf_10217
Instrumental Ending	1	section_marker	hf_10218
DaeThePoet	1	speaker_or_tag	hf_10219
Verse 1: Póka	1	section_marker	hf_10220
Verse 2: Póka	1	section_marker	hf_10220
Verse 3: Zolani G	1	section_marker	hf_10220
Verse 1 - Kodak Black	1	section_marker	hf_10228
Verse 2 - John Wicks	1	section_marker	hf_10228
Hook: Johnny Highschool	1	section_marker	hf_10240
Hook 2: Johnny Highschool	1	section_marker	hf_10240
Outro: Jazz Cartier	1	section_marker	hf_10244
Boom Boom Pow: Penn, Kim	1	other	hf_10245
(Everything I Do) I Do It for You: Penn	1	other	hf_10245
Outro: DJ Drama	1	section_marker	hf_10252
Verse 1: pl4stic	1	section_marker	hf_10257
Verse 2: RAZORBACK	1	section_marker	hf_10257
Goy & Osoarin	1	speaker_or_tag	hf_10259
Verse 3: Akil B. Strange	1	section_marker	hf_10264
underbreath	1	speaker_or_tag	hf_10273
Chorus: Unknown Voice	1	section_marker	hf_10274
Verse 1: Randy Houser	1	section_marker	hf_10281
Chorus 1: Randy Houser & Lucie Silvas, Randu Houser	1	section_marker	hf_10281
Verse 2: Randy Houser, Randy Houser & Lucie Silvas	1	section_marker	hf_10281
Chorus 2: Randy Houser & Lucie Silvas, Randu Houser	1	section_marker	hf_10281
Chorus 3: Randy Houser, Randy Houser & Lucie Silvas	1	section_marker	hf_10281
Verse 1: Born Sun	1	section_marker	hf_10294
Verse 2: Born Sun	1	section_marker	hf_10294
Chorus: Gab	1	section_marker	hf_10297
Verse 2: Blimes	1	section_marker	hf_10297
Bridge: Blimes & Gab	1	section_marker	hf_10297
Verse 1: C2D & midwxst	1	section_marker	hf_10305
Verse 2: C2D & midwxst	1	section_marker	hf_10305
Verse 3: C2D	1	section_marker	hf_10305
Bridge: C2D	1	section_marker	hf_10305
Verse 4: midwxst	1	section_marker	hf_10305
Verse: Lonesity	1	section_marker	hf_10307
Verse 1: Yung Bans	1	section_marker	hf_10323
Verse 2: Drako	1	section_marker	hf_10323
Verse 1: Valee	1	section_marker	hf_10333
Introlude	1	section_marker	hf_10338
Verse 1: Big Shaq	1	section_marker	hf_10347
Verse 2: Lethal Bizzle	1	section_marker	hf_10347
Verse 4: Krept	1	section_marker	hf_10347
Verse 5: Konan	1	section_marker	hf_10347
Verse 6: Jme	1	section_marker	hf_10347
Outro: Big Shaq	1	section_marker	hf_10347
Bridge, instrumental	1	section_marker	hf_10368
richards named	1	speaker_or_tag	hf_10379
Verse 1: Static-P	1	section_marker	hf_10383
Static-P	1	speaker_or_tag	hf_10383
Chorus 1: Static-P	1	section_marker	hf_10383
Middle-Eight 1: Static-P & Amree	1	other	hf_10383
Verse 2: Amree	1	section_marker	hf_10383
chuckle	1	speaker_or_tag	hf_10383
Chorus 2: Amree	1	section_marker	hf_10383
Middle-Eight 2: Amree & Static-P	1	other	hf_10383
Bridge 1: Static-P	1	section_marker	hf_10383
Bridge 2: Amree	1	section_marker	hf_10383
Chorus 3: Amree & Static-P	1	section_marker	hf_10383
Pre-Chorus: Nelly & Blanco Brown	1	section_marker	hf_10391
Chorus: Nelly	1	section_marker	hf_10391
Pre-Chorus: Blanco Brown, Nelly, Blanco Brown & Nelly	1	section_marker	hf_10391
Bridge: Breland	1	section_marker	hf_10391
Lochie Keogh	1	speaker_or_tag	hf_10393
Taylor Barber	1	speaker_or_tag	hf_10393
Verse 2: NonelikeJoshua	1	section_marker	hf_10394
Bridge: NonelikeJoshua & Rockit Gaming	1	section_marker	hf_10394
Bridge: Charlie Farley	1	section_marker	hf_10400
Verse 1: Lil Dexy	1	section_marker	hf_10406
Verse 2: Sully the Alcoholic	1	section_marker	hf_10406
Verse 3: Lil Dexy	1	section_marker	hf_10406
Verse 4: Sully the Alcoholic	1	section_marker	hf_10406
Verse 2: Jason Aldean & Tyler Farr	1	section_marker	hf_10409
Chorus 2: Tyler Farr & Both	1	section_marker	hf_10409
Bridge: Tyler Farr	1	section_marker	hf_10409
Chorus 3: Tyler Farr & Both	1	section_marker	hf_10409
Joey Stylez	1	speaker_or_tag	hf_10414
holes?	1	other	hf_10422
Hook: Sada Baby	1	section_marker	hf_10423
Verse: Sada Baby	1	section_marker	hf_10423
Verse 1: Promics	1	section_marker	hf_10427
Hook: Promics	1	section_marker	hf_10427
Verse 2: Promics	1	section_marker	hf_10427
Intro: Jarrett Blandin	1	section_marker	hf_10458
Verse 1: Ella Grace	1	section_marker	hf_10458
Verse 2: Diane Covarrubias	1	section_marker	hf_10458
Outro: Gwyneviere Ray	1	section_marker	hf_10458
Verse 1: violet electric	1	section_marker	hf_10460
Pre-Chorus: Justin Bieber	1	section_marker	hf_10466
Pre-Chorus: Dan + Shay	1	section_marker	hf_10466
Chorus: Dan + Shay	1	section_marker	hf_10466
Bridge: Justin Bieber	1	section_marker	hf_10466
Chorus: Dan + Shay & Justin Bieber	1	section_marker	hf_10466
Vese 3	1	speaker_or_tag	hf_10481
Intro: Sean Kingston	1	section_marker	hf_10483
Verse 1: Chad Tepper	1	section_marker	hf_10483
Verse 2: Chad Tepper	1	section_marker	hf_10483
Verse 3: Sean Kingston	1	section_marker	hf_10483
Outro: Chad Tepper	1	section_marker	hf_10483
Verse 1: Jimmy Pokemon Red	1	section_marker	hf_10498
Hook: Glenn Travis	1	section_marker	hf_10498
Verse 2: Robert Martino	1	section_marker	hf_10498
Bridge: Robert Martino	1	section_marker	hf_10498
Verse 2: Elucid	1	section_marker	hf_10503
Verse 1: P Skud	1	section_marker	hf_10528
Hook: P Skud	1	section_marker	hf_10528
Verse 3: Lil Bibby	1	section_marker	hf_10528
Verse 1: Diabolic and Buttatones	1	section_marker	hf_10533
Bridge: Maggie Burnz	1	section_marker	hf_10533
Verse 2: Buttatones and Diabolic	1	section_marker	hf_10533
Outro: Maggie Burnz	1	section_marker	hf_10533
Intro: NBA Commentary	1	section_marker	hf_10537
Verse 1: KushGod & Masster Massstar	1	section_marker	hf_10557
Verse 2: Retro Messiah	1	section_marker	hf_10557
SOLO 1	1	section_marker	hf_10559
SOLO 2	1	section_marker	hf_10559
Pre-Chorus: Seungmin, Han, Changbin, Lee Know, (Felix)	1	section_marker	hf_10583
Verse 2: Han, Hyunjin	1	section_marker	hf_10583
Pre-Chorus: Lee Know, I.N., Changbin, (Felix), Han	1	section_marker	hf_10583
Bridge: Felix	1	section_marker	hf_10583
Verse 3: Hyunjin, Changbin, Felix, Han	1	section_marker	hf_10583
Verse 1: Hugh Dancy	1	section_marker	hf_10593
Chorus 1: Hugh Dancy	1	section_marker	hf_10593
Verse 2: Hugh Dancy	1	section_marker	hf_10593
Chorus 2: Lea Michele & Hugh Dancy	1	section_marker	hf_10593
Chorus 3: Lea Michele & Hugh Dancy	1	section_marker	hf_10593
Bridge: Megan Hilty	1	section_marker	hf_10593
Outro: Megan Hilty & Hugh Dancy	1	section_marker	hf_10593
Hook: Plato III	1	section_marker	hf_10598
Verse 2: Plato III	1	section_marker	hf_10598
Verse 1: Slip Matola	1	section_marker	hf_10603
Chorus: repeat 2X	1	section_marker	hf_10603
Verse 2: Khujo	1	section_marker	hf_10603
Verse 3: Mark Twayne	1	section_marker	hf_10603
Chamillionaire	1	speaker_or_tag	hf_10610
Verse 1: Chamillionaire	1	section_marker	hf_10610
Verse 3: 50/50 Twin	1	section_marker	hf_10610
Verse 1: IKE	1	section_marker	hf_10611
Verse JADEN	1	section_marker	hf_10611
Larry June	1	speaker_or_tag	hf_10615
Verse 1: Zoey Dollaz	1	section_marker	hf_10627
Verse 2: Kolyon	1	section_marker	hf_10627
Verse 1: Bryan Vargas	1	section_marker	hf_10631
Verse 2: Stian Eng	1	section_marker	hf_10631
Verse 3: Rafi Bayer	1	section_marker	hf_10631
Verse 4: Tegran Kasparov	1	section_marker	hf_10631
Intro: Machine Gun Kelly	1	section_marker	hf_10641
Verse 1: Machine Gun Kelly	1	section_marker	hf_10641
Instrument	1	speaker_or_tag	hf_10649
Verse 3 repeated	1	section_marker	hf_10653
Hook: Tshawe	1	section_marker	hf_10681
Verse 2: Yosef	1	section_marker	hf_10681
Verse 3: Yosef	1	section_marker	hf_10681
Repeat from 1st Refrain	1	section_marker	hf_10692
Hook x5	1	section_marker	hf_10701
Back to it , Real talk	1	other	hf_10703
fed-up now?	1	other	hf_10718
Verse 2: Trisha Yearwood & Garth Brooks	1	section_marker	hf_10720
Verse 3: Trisha Yearwood & Garth Brooks	1	section_marker	hf_10720
Outro: Trisha Yearwood with Garth Brooks	1	section_marker	hf_10720
Intro: Tech Remix, Andy Kaufman's Grandmother	1	section_marker	hf_10735
Interlude: Tech Remix	1	section_marker	hf_10735
Instrumental: M Cheese	1	section_marker	hf_10735
Verse: M Cheese, XXXTENTACION	1	section_marker	hf_10735
Interlude: greaf	1	section_marker	hf_10735
Chorus: greaf, XXXTENTACION, Tech Remix, M Cheese	1	section_marker	hf_10735
Outro: M Cheese, Andy Kaufman	1	section_marker	hf_10735
Verse 3 - Lord Finesse	1	section_marker	hf_10743
undetermined lyrics	1	speaker_or_tag	hf_10746
Pre=Chorus	1	section_marker	hf_10750
Intro: Shiloh Dynasty & Kid Anthony	1	section_marker	hf_10755
Verse 1: Kid Anthony	1	section_marker	hf_10755
Outro: Shiloh Dynasty & Kid Anthony	1	section_marker	hf_10755
Verse 3: King Iso	1	section_marker	hf_10756
Verse 4: Jarren Benton	1	section_marker	hf_10756
Intro: Eshon Burgundy	1	section_marker	hf_10758
Verse 1: Eshon Burgundy	1	section_marker	hf_10758
Verse 2: Japhia Life	1	section_marker	hf_10758
Outro: Eshon Burgundy	1	section_marker	hf_10758
Chorus: Westside Gunn & Conway the Machine	1	section_marker	hf_10769
Verse: Conway The Machine	1	section_marker	hf_10769
Chorus: Westside Gunn	1	section_marker	hf_10769
808	1	speaker_or_tag	hf_10771
Verse 2: Caskey	1	section_marker	hf_10772
Verse 1: Chris Rivers	1	section_marker	hf_10776
Verse 2: Chris Rivers	1	section_marker	hf_10776
Verse 3: Chris Rivers	1	section_marker	hf_10776
Outro: Lamont Dozier	1	section_marker	hf_10776
Outro: Reversed	1	section_marker	hf_10783
Lord Christy K:	1	other	hf_10785
Verse 2: Max Seen & Patrick Free	1	section_marker	hf_10792
Breakdown: Max Seen	1	section_marker	hf_10792
Verse 1: Gaea LaBelle	1	section_marker	hf_10795
Intro: Los In Here	1	section_marker	hf_10806
Verse 1: Los In Here	1	section_marker	hf_10806
Verse 2:Lil Cody	1	section_marker	hf_10806
Verse 3: Los In Here	1	section_marker	hf_10806
Verse 4: Lil Cody	1	section_marker	hf_10806
Verse 5: Los In Here	1	section_marker	hf_10806
Verse 6: Lil Cody	1	section_marker	hf_10806
Verse 7: Young Nick	1	section_marker	hf_10806
Verse 8: Los In Here	1	section_marker	hf_10806
Verse 9: Los In Here	1	section_marker	hf_10806
Verse 10: Lil Cody	1	section_marker	hf_10806
Chorus 1: Eric Church	1	section_marker	hf_10812
Chorus 2: Eric Church	1	section_marker	hf_10812
Outro: Eric Church & Colt Ford	1	section_marker	hf_10812
Chorus: Lil Cheesy	1	section_marker	hf_10817
Verse 1: Rustty D	1	section_marker	hf_10817
Chorus: Rustty D	1	section_marker	hf_10817
Verse 2: Lil Cheesy	1	section_marker	hf_10817
Chorus: Lil Cheesy & Rustty D	1	section_marker	hf_10817
Verse 1: DaLLY	1	section_marker	hf_10836
Intro: Hudson East	1	section_marker	hf_10840
Krept: Verse 1	1	section_marker	hf_10840
Verse 2: Konan	1	section_marker	hf_10840
No-o-o, where...is where I'm from	1	other	hf_10843
Is where I'm from,	1	speaker_or_tag	hf_10843
Is where I'm fro-0-O-o-O-0--	1	speaker_or_tag	hf_10843
12:57, AM	1	other	hf_10843
Verse 2: Oddyssey	1	section_marker	hf_10852
Verse 3: Oddyssey	1	section_marker	hf_10852
Dropping sauce while I wild on this beat, making plays everyday of the week, smoking dope trying to find me some peace, I be damm if I suffer defeat	1	section_marker	hf_10856
Rep the label until I’m 6 Feet, with a dollar I made me a dream, I won’t won't stop cause I gotta achieve, be the man that I’m destined to be	1	other	hf_10856
Thanking God for this gift in my genes, I was born to be great can’t you see, your opinion can’t do shit to me, I don’t been through the mud & rain	1	other	hf_10856
Living life & fulfilling my dream, high as fuck while I murder this beat, Hit up B2 I need me some ink, my dawg and he keep it OG	1	other	hf_10856
Every champ gotta endure some pain, just stay humble & remain the same, for the money your family gone change, yeah it hurts but it comes with the fame	1	other	hf_10856
Take a second for Lonnie man dang, & fucked for his situation, he the reason that Jackson was famous, why they kill him they should’ve embraced	1	other	hf_10856
From a city where it’s hard to make, shoot a 3 or you it’s back to the basics, either way better make sure your patient, jump the gun and your life could be taken, never snitch on your dawg, fuck a statement	1	other	hf_10856
Got a check time to ball on my babies, Imma show em that daddy the greatest, Fatherhood man I swear it’s the greatest	1	other	hf_10856
Outro to fade:	1	section_marker	hf_10860
The Woman in black:	1	other	hf_10866
The Woman in black & Sir George Douglas Mason:	1	other	hf_10866
heavy solo	1	section_marker	hf_10874
Verse 1: Adam Dollar$	1	section_marker	hf_10884
Verse 2: LISTENtoSIN	1	section_marker	hf_10884
Verse 3: The Ichiban Don	1	section_marker	hf_10884
Verse 4: Rob Markman	1	section_marker	hf_10884
Verse: Playboi Carti	1	section_marker	hf_10886
Interlude: Playboi Carti	1	section_marker	hf_10886
ETA	1	speaker_or_tag	hf_10887
AB	1	speaker_or_tag	hf_10887
'tasha	1	speaker_or_tag	hf_10887
pressure	1	speaker_or_tag	hf_10887
wanna get a taste	1	speaker_or_tag	hf_10887
she don't fall in love	1	other	hf_10887
out here givin' neck	1	speaker_or_tag	hf_10887
that's a starter pack	1	speaker_or_tag	hf_10887
Vocalising	1	speaker_or_tag	hf_10912
Electronic gitard solo	1	section_marker	hf_10915
Verse 2: Wildflowers	1	section_marker	hf_10918
Post-Chorus: Wildflowers	1	section_marker	hf_10918
Refrain: Wildflowers	1	section_marker	hf_10918
Outro: Wildflowers	1	section_marker	hf_10918
Verse 1: Tablo	1	section_marker	hf_10921
Verse 2: Mithra	1	section_marker	hf_10921
Outro: Tablo	1	section_marker	hf_10921
Intro: DJ Young Mase	1	section_marker	hf_10945
Verse 1: Kuniva	1	section_marker	hf_10945
Verse 2: Bizarre	1	section_marker	hf_10945
Verse 3: Swift	1	section_marker	hf_10945
BARR, spoken	1	section_marker	hf_10950
RANDY	1	speaker_or_tag	hf_10950
CONWAY, spoken	1	section_marker	hf_10950
Conway, spoken	1	section_marker	hf_10950
Verse 2: Bless	1	section_marker	hf_10961
Outro: Bless	1	section_marker	hf_10961
Verse: Yung Bans & La2wentyfour	1	section_marker	hf_10967
Unique verse: Laylow	1	section_marker	hf_10969
Bridge: Laylow & slowthai	1	section_marker	hf_10969
Bridge: SeaOhDeeWhy & RJLDiablo	1	section_marker	hf_10979
Verse 2: RJLDiablo & SeaOhDeeWhy	1	section_marker	hf_10979
Chorus: RJLDiablo & SeaOhDeeWhy	1	section_marker	hf_10979
Outro: Sticky Cheese	1	section_marker	hf_10979
Bridge: Santi	1	section_marker	hf_10980
Hook: Santi	1	section_marker	hf_10980
Bridge: Krisirie	1	section_marker	hf_10980
Verse 2: Krisirie	1	section_marker	hf_10980
Bridge: Santi & Krisirie	1	section_marker	hf_10980
Outro: Santi	1	section_marker	hf_10980
Verse 1 - Yxng Carnage	1	section_marker	hf_10991
Verse 2 - Yxng Carnage	1	section_marker	hf_10991
Verse 3 - Youngsasuke	1	section_marker	hf_10991
Hook - Yxng Carnage & Kaluna	1	section_marker	hf_10991
Verse 1: Nikki Lane	1	section_marker	hf_11005
Verse 2: Lana Del Rey	1	section_marker	hf_11005
Verse 2: Damon Albarn & Graham Coxon	1	section_marker	hf_11021
Verse 3: Graham Coxon	1	section_marker	hf_11021
Refrain: Damon Albarn	1	section_marker	hf_11021
Verse 2: Dave B	1	section_marker	hf_11036
Verse 1: Kevin Cronin	1	section_marker	hf_11038
Verse 2: Dan Reynolds	1	section_marker	hf_11038
Chorus: Dan Reynolds	1	section_marker	hf_11038
Chorus: Kevin Cronin & Dan Reynolds	1	section_marker	hf_11038
Bridge: Kevin Cronin & Dan Reynolds	1	section_marker	hf_11038
Outro: Kevin Cronin & Dan Reynolds	1	section_marker	hf_11038
Verse 1: Sryan	1	section_marker	hf_11046
Verse 2: Sryan	1	section_marker	hf_11046
Chorus 1: Sryan	1	section_marker	hf_11046
Chorus 2: Sryan	1	section_marker	hf_11046
Verse 3: Katie	1	section_marker	hf_11046
Verse 4: Katie	1	section_marker	hf_11046
Hook: Both	1	section_marker	hf_11046
Verse 2​	1	section_marker	hf_11069
Verse 1 : David Meli	1	section_marker	hf_11073
Verse 2 : Richie Benson	1	section_marker	hf_11073
Verse 1: IamNix	1	section_marker	hf_11080
Verse 2: Drvpe	1	section_marker	hf_11080
Single Verse	1	section_marker	hf_11091
Verse 1: Penny Grey	1	section_marker	hf_11094
Verse 2: BlackMachete	1	section_marker	hf_11094
Verse 3: Jakearoo	1	section_marker	hf_11094
Verse 4: Luke Petty	1	section_marker	hf_11094
Verse 1: Baby Jane	1	section_marker	hf_11121
Verse 2: Baby Jane	1	section_marker	hf_11121
Verse: Clayton Jennings	1	section_marker	hf_11136
Outro: Unknown Speaker	1	section_marker	hf_11136
Verse 1: 637godwin	1	section_marker	hf_11139
Verse 2: 561 Santana	1	section_marker	hf_11139
Chorus 2/ Outro	1	section_marker	hf_11142
Eric Dingus Remixin	1	metadata	hf_11146
Verse 1: Sybyr & Evil Nigga	1	section_marker	hf_11147
Verse 2: Sybyr & Evil Nigga	1	section_marker	hf_11147
Pre-Chorus: Sybyr & Evil Nigga	1	section_marker	hf_11147
Outro: Evil Nigga	1	section_marker	hf_11147
Verse 1: Snow Tha Product	1	section_marker	hf_11151
Outro: David Lynch	1	section_marker	hf_11158
Verse 2: Matty Mullins	1	section_marker	hf_11163
Verse 3: Andy Mineo	1	section_marker	hf_11163
outtro	1	speaker_or_tag	hf_11166
Verse 1: Billionaire Black	1	section_marker	hf_11184
Verse 2: Princess Poopie	1	section_marker	hf_11184
Skit: 96ix	1	section_marker	hf_11191
Chorus: Lil Tecca & iann dior	1	section_marker	hf_11202
Verse 2: iann dior	1	section_marker	hf_11202
ENDING (Til song ends)	1	other	hf_11211
Chorus: Aaron Strumpel, Aaron Strumpel & Latifah Alattas	1	section_marker	hf_11218
Chorus: Aaron Strumpel & Latifah Alattas	1	section_marker	hf_11218
Pre-Bridge: Aaron Strumpel	1	section_marker	hf_11218
Bridge: Aaron Strumpel & Latifah Alattas	1	section_marker	hf_11218
Tag: Aaron Strumpel & Latifah Alattas	1	other	hf_11218
Verse 1: Megaman	1	section_marker	hf_11220
Verse 2: Skepta	1	section_marker	hf_11220
Bridge - Skepta	1	section_marker	hf_11220
Verse 2: Megaman	1	section_marker	hf_11220
Verse 3: Skepta	1	section_marker	hf_11220
Chorus: Gucci Mane, YoungBoy Never Broke Again & DaBaby	1	section_marker	hf_11222
RAP	1	speaker_or_tag	hf_11228
Intro: Jeff Martin	1	section_marker	hf_11229
Verse 1: Jeff Martin	1	section_marker	hf_11229
Bridge: Jeff Martin	1	section_marker	hf_11229
Verse 2: Jeff Martin	1	section_marker	hf_11229
Verse 1: Reagan Byrd, Sam Smith, Reagan Byrd & Sam Smith	1	section_marker	hf_11232
Verse 1: Visible	1	section_marker	hf_11252
Verse 2: Visible	1	section_marker	hf_11252
Verse 3: Visible	1	section_marker	hf_11252
Zuko	1	speaker_or_tag	hf_11259
Verse 1: Adam WarRock	1	section_marker	hf_11259
Chorus: Kimbra & Ryan Lott	1	section_marker	hf_11274
Interlude: Kimbra & Ryan Lott	1	section_marker	hf_11274
Verse: Kimbra & Ryan Lott	1	section_marker	hf_11274
Chorus: Kimbra	1	section_marker	hf_11274
Verse 1: REDZED	1	section_marker	hf_11279
Bridge: REDZED	1	section_marker	hf_11279
Verse 2: Fobia Kid	1	section_marker	hf_11279
Outro A	1	section_marker	hf_11287
Modified Chorus	1	section_marker	hf_11308
Pre-Chorus: Joyden	1	section_marker	hf_11310
Chorus: DK, All	1	section_marker	hf_11310
Verse 2: Aiya, DK	1	section_marker	hf_11310
Verse 3: Clarice, Joyden	1	section_marker	hf_11310
Verse 4: Aiya + Clarice & Aiya + Joyden	1	section_marker	hf_11310
Pre-Chorus: Clarice, DK	1	section_marker	hf_11310
Chorus: Aiya, All	1	section_marker	hf_11310
Bridge: Clarice, DK, Both	1	section_marker	hf_11310
Outro / Breakdown	1	section_marker	hf_11324
My Dreamz	1	speaker_or_tag	hf_11326
Verse 2: H3rmetic & Salazar2Splashy	1	section_marker	hf_11330
Verse 3: SpartannKidd	1	section_marker	hf_11330
Verse 4: Salazar2Splashy	1	section_marker	hf_11330
Verse: Kuna	1	section_marker	hf_11331
Verse 2: K11NG	1	section_marker	hf_11331
Interlude: K11NG	1	section_marker	hf_11331
Break down	1	section_marker	hf_11332
Verse 2: Friknob	1	section_marker	hf_11350
Verse 3: Lil Naze	1	section_marker	hf_11350
Verse 4: Friknob	1	section_marker	hf_11350
Verse 2: Wiley	1	section_marker	hf_11351
